student_id,subject_1_score,subject_2_score,subject_3_score,subject_4_score
1,497.9986657771848,435.2901934623082,392.5950633755837,376.58438959306204
2,385.59039359573046,351.23415610406937,183.12208138759172,283.1887925283522
3,417.9452968645764,89.05937291527685,420.9472981987992,198.46564376250834
4,187.12474983322215,144.09606404269513,239.49299533022014,211.4743162108072
5,366.24416277518344,400.266844563042,311.20747164776515,181.1207471647765
6,194.12941961307538,70.3802535023349,160.1067378252168,359.23949299533024
7,7.004669779853235,147.43162108072048,7.671781187458305,125.41694462975316
8,440.9606404269513,407.9386257505003,116.41094062708473,340.56037358238825
9,400.9339559706471,380.920613742495,356.57104736490993,283.52234823215474
10,440.29352901934624,245.49699799866576,236.49099399599734,471.6477651767845
11,432.95530353569046,235.1567711807872,424.28285523682456,207.13809206137424
12,189.12608405603734,481.320880587058,263.5090060040027,251.83455637091393
13,472.6484322881921,222.48165443629085,43.02868579052702,288.19212808539027
14,105.40360240160106,110.74049366244162,221.14743162108073,462.6417611741161
15,10.00667111407605,255.1701134089393,247.16477651767846,402.26817878585723
16,176.45096731154104,65.37691794529687,43.36224149432955,230.15343562374917
17,102.06804536357572,363.9092728485657,13.675783855903935,91.06070713809206
18,281.187458305537,433.62241494329555,350.90060040026685,483.9893262174783
19,110.74049366244162,14.67645096731154,367.24482988659105,229.48632421614408
20,428.285523682455,311.5410273515677,63.04202801867912,12.00800533689126
21,159.43962641761175,446.9646430953969,202.13475650433622,185.790527018012
22,161.10740493662442,446.6310873915944,19.679786524349566,398.2655103402268
23,205.13675783855905,285.85723815877253,297.8652434956638,334.2228152101401
24,158.1054036024016,361.9079386257505,23.015343562374916,261.1741160773849
25,206.47098065376917,283.1887925283522,260.8405603735824,84.72314876584389
26,91.72781854569713,476.31754503002,295.19679786524347,456.63775850567043
27,446.6310873915944,189.4596397598399,128.08539026017345,130.08672448298867
28,224.81654436290862,424.6164109406271,373.5823882588392,417.2781854569713
29,146.43095396931287,469.6464309539693,217.81187458305536,488.3255503669113
30,212.14142761841228,31.687791861240825,453.9693128752502,182.1214142761841
31,437.62508338892593,252.16811207471648,154.1027351567712,27.018012008005336
32,430.28685790527015,442.628418945964,237.1581054036024,358.57238158772515
33,127.75183455637091,396.2641761174116,322.21480987324884,266.844563042028
34,313.87591727818545,223.48232154769846,458.30553702468313,50.70046697798532
35,33.022014676450965,419.2795196797865,372.2481654436291,96.06404269513008
36,399.2661774516344,138.0920613742495,262.8418945963976,288.8592394929953
37,326.2174783188793,157.104736490994,403.60240160106736,379.2528352234823
38,427.9519679786524,129.41961307538358,349.5663775850567,346.5643762508339
39,127.41827885256838,21.014009339559706,159.43962641761175,362.241494329553
40,226.4843228819213,216.81120747164778,385.25683789192794,4.336224149432955
41,160.77384923282187,90.06004002668446,396.59773182121415,392.2615076717812
42,56.03735823882588,88.05870580386924,252.16811207471648,273.5156771180787
43,19.679786524349566,168.7791861240827,176.45096731154104,326.5510340226818
44,7.671781187458305,141.0940627084723,165.77718478985992,298.1987991994663
45,299.5330220146765,377.91861240827217,11.007338225483656,436.6244162775183
46,138.75917278185457,5.670446964643095,57.03802535023349,96.39759839893262
47,16.344229486324217,497.66511007338227,97.06470980653769,16.010673782521682
48,428.6190793862575,330.22014676450965,2.66844563042028,358.23882588392263
49,354.5697131420947,143.42895263509007,316.5443629086057,480.3202134756504
50,250.83388925950632,347.23148765843894,314.54302868579055,493.66244162775183
51,171.11407605070048,454.9699799866578,189.79319546364243,356.57104736490993
52,73.3822548365577,333.88925950633757,77.71847898599066,174.44963308872582
53,182.7885256837892,374.91661107404934,249.16611074049365,470.98065376917947
54,333.88925950633757,107.07138092061375,104.40293529019345,319.8799199466311
55,21.681120747164776,382.2548365577051,38.69246164109406,280.520346897932
56,114.07605070046698,238.82588392261508,333.2221480987325,100.0667111407605
57,179.45296864576383,180.12008005336892,202.8018679119413,385.59039359573046
58,207.13809206137424,499.6664442961975,72.04803202134757,106.40426951300867
59,422.9486324216144,17.34489659773182,307.20480320213477,334.5563709139426
60,204.8032021347565,34.02268178785857,464.9766511007338,134.08939292861908
61,383.2555036691127,410.6070713809206,70.04669779853235,449.63308872581723
62,287.19146097398266,212.80853902601734,194.79653102068045,335.5570380253502
63,226.8178785857238,375.91727818545695,294.86324216144095,158.43895930620414
64,79.71981320880587,344.8965977318212,444.9633088725817,227.15143428952635
65,41.027351567711804,30.02001334222815,178.1187458305537,170.44696464309538
66,448.29886591060705,388.25883922615077,326.8845897264843,386.25750500333555
67,25.35023348899266,272.5150100066711,276.85123415610406,109.73982655103403
68,228.81921280853902,46.36424282855237,143.09539693128752,32.021347565043364
69,491.99466310873913,257.50500333555703,373.91594396264173,41.694462975316874
70,366.91127418278853,48.03202134756504,99.0660440293529,226.8178785857238
71,17.011340893929287,0.0,298.53235490326887,179.11941294196131
72,23.34889926617745,200.46697798532355,333.88925950633757,214.47631754503
